2189773,5576994,9,9,269,312,255,255,255,100,2.566
2189773,5576994,7,6,1761,227,102,102,255,101,5.595
2189773,5576994,8,7,1571,789,255,178,102,87,8.77
2189773,5576994,8,8,181,200,102,255,102,134,10.159
2189773,5576994,6,6,1478,589,255,102,178,89,12.424
2189773,5576994,4,4,1357,163,255,102,178,59,14.58
2189773,5576994,7,6,1730,871,255,102,178,128,18.988
2189773,5576994,6,6,1644,782,255,178,102,130,20.227
2189773,5576994,7,7,345,208,255,255,255,82,21.495
2189773,5576994,3,3,350,156,255,102,178,72,24.198
2189773,5576994,6,6,386,216,255,178,102,146,27.255
2189773,5576994,5,5,581,283,255,178,102,129,28.146
2189773,5576994,9,8,541,797,255,102,178,78,30.032
2189773,5576994,6,6,616,163,255,255,255,89,31.677
2189773,5576994,8,9,266,496,255,178,102,65,33.675
2189773,8068080,4,4,531,189,255,255,255,89,43.765
2189773,8068080,9,7,288,621,255,102,102,134,46.753
2189773,8068080,8,7,1409,498,102,255,102,121,47.959
2189773,8068080,6,6,502,603,178,102,255,147,49.709
2189773,8068080,4,4,515,658,102,255,102,74,51.514
2189773,8068080,3,3,1375,572,102,255,102,66,53.209
2189773,8068080,9,9,218,720,255,178,102,132,56.881
2189773,8068080,6,6,1401,295,255,102,102,94,58.421
2189773,8068080,3,3,566,631,255,178,102,122,59.993
2189773,8068080,9,8,1389,587,255,255,102,74,62.558
2189773,8068080,6,7,387,300,255,102,102,94,65.002
2189773,8068080,3,3,1756,363,255,255,102,58,66.475
2189773,8068080,8,8,595,796,178,102,255,60,68.937
2189773,8068080,8,9,493,662,255,102,178,52,69.978
2189773,2001956,4,4,367,885,255,102,102,148,75.157
2189773,2001956,6,6,580,181,255,178,102,86,77.361
2189773,2001956,4,4,1517,656,102,255,255,142,78.811
2189773,2001956,8,9,464,733,102,255,255,127,80.502
2189773,2001956,9,8,244,478,255,178,102,118,81.872
2189773,2001956,5,5,1402,601,255,255,255,50,83.524
2189773,2001956,3,3,1418,431,255,255,102,128,84.79
2189773,2001956,8,9,170,905,102,255,255,85,88.579
2189773,2001956,4,4,1638,483,255,178,102,141,90.569
2189773,2001956,8,8,286,638,178,102,255,76,92.488
2189773,2001956,5,5,1663,743,255,178,102,86,94.052
2189773,2001956,7,7,1629,433,255,255,255,80,97.131
2189773,2001956,7,8,1659,254,255,255,255,110,98.388
2189773,2001956,3,3,1368,628,255,178,102,134,100.32
2189773,2001956,3,3,457,157,255,255,255,114,101.019
2189773,2001956,6,6,1641,697,255,102,178,138,102.801
2189773,2001956,8,9,1430,732,102,102,255,81,105.027
2189773,1322602,4,4,775,916,255,255,102,95,109.732
2189773,1322602,4,4,1761,230,102,102,255,131,110.619
2189773,1322602,8,8,1735,430,255,102,102,93,112.819
2189773,1322602,4,4,544,224,102,102,255,50,114.914
2189773,1322602,3,3,1660,399,102,102,255,123,115.898
2189773,1322602,9,9,1453,381,255,102,102,108,118.457
2189773,1322602,7,7,1683,596,255,255,102,101,121.915
2189773,1322602,6,7,416,894,255,255,255,91,123.972
2189773,1322602,5,5,1467,176,255,102,102,116,125.049
2189773,1322602,4,4,1633,168,255,102,178,91,125.994
2189773,1322602,9,7,1685,541,102,255,102,53,129.593
2189773,1322602,9,9,1399,187,255,102,178,57,132.25
2189773,1322602,5,5,406,927,255,102,102,65,134.307
2189773,1322602,5,4,594,207,255,102,102,76,134.937
2189773,1322602,6,6,245,499,255,102,102,143,136.536
2189773,1322602,9,9,1767,214,255,255,255,95,139.334
2189773,1322602,6,6,581,400,178,102,255,95,141.089
2189773,1322602,8,8,743,165,255,102,178,84,143.729
2189773,1322602,9,9,1093,166,255,255,102,112,145.444
2189773,1322602,9,9,480,435,255,255,102,64,146.297
2189773,1322602,4,4,1655,316,102,102,255,53,148.719
2189773,1322602,4,4,407,330,255,255,102,123,149.508
2189773,1322602,4,4,665,152,178,102,255,53,150.39
2189773,1322602,3,3,449,389,102,255,255,129,152.156
2189773,1322602,9,8,879,901,255,102,178,147,155.144
2189773,1322602,9,9,589,407,255,178,102,50,156.689
2189773,1322602,8,9,308,337,255,102,178,136,157.92
2189773,1656028,7,6,1766,635,255,102,178,64,169.525
2189773,1656028,3,3,1664,628,255,102,102,55,172.009
2189773,1656028,6,6,547,287,255,102,178,70,174.01
2189773,1656028,3,3,389,191,255,255,255,147,175.761
2189773,1656028,5,5,461,617,102,102,255,71,177.528
2189773,1656028,8,8,1663,918,102,102,255,114,179.256
2189773,1656028,8,6,312,825,255,102,178,87,180.417
2189773,1656028,8,8,1675,456,255,255,255,146,182.726
2189773,1656028,6,6,1700,773,102,255,255,122,184.051
2189773,1656028,7,9,283,825,255,102,102,104,185.017
2189773,1656028,6,6,735,160,102,255,102,126,186.604
2189773,1656028,7,7,1413,590,102,255,102,60,187.643
2189773,1656028,7,7,1430,909,102,102,255,129,191.472
2189773,1656028,7,7,1562,581,255,178,102,135,194.459
2189773,1656028,6,6,181,175,255,255,255,76,196.193
2189773,1656028,5,5,1545,352,255,102,178,82,197.315
2189773,1656028,9,9,554,358,255,102,102,72,199.287
2189773,1656028,8,9,1440,211,102,255,255,74,201.329
2189773,1656028,6,6,1700,745,102,102,255,90,202.998
2189773,1656028,4,4,1670,675,102,255,102,81,204.197
2189773,1656028,7,9,155,569,255,178,102,126,207.29
2189773,661797,4,4,1374,164,255,178,102,132,212.44
2189773,661797,3,3,982,917,178,102,255,102,213.426
2189773,661797,5,5,495,614,102,255,255,105,214.67
2189773,661797,7,7,572,331,255,178,102,110,218.55
2189773,661797,8,9,247,673,255,178,102,116,221.727
2189773,661797,4,4,564,841,102,255,255,148,223.598
2189773,661797,7,7,334,686,255,102,178,117,226.851
2189773,661797,3,3,1682,372,102,255,102,81,229.188
2189773,661797,5,5,1352,659,102,255,102,93,230.763
2189773,661797,8,8,1413,521,255,102,102,76,237.726
2189773,661797,9,9,1034,912,178,102,255,84,239.377
2189773,661797,3,3,1747,843,102,255,102,77,241.956
2189773,661797,5,5,1055,892,255,178,102,132,243.236
2189773,661797,8,9,1453,200,255,102,102,124,244.897
2189773,661797,9,9,1753,776,255,178,102,108,246.94
2189773,661797,4,4,341,428,102,102,255,128,249
2189773,661797,6,7,320,400,255,255,255,109,252.245
2189773,661797,7,7,155,233,255,255,255,88,255.446
2189773,661797,4,4,1606,608,102,255,102,132,256.926
2189773,661797,7,8,467,436,178,102,255,129,258.61
2189773,661797,3,3,268,559,102,102,255,128,260.526
2189773,661797,9,9,1443,329,255,255,255,56,263.656
2189773,661797,4,4,1607,200,178,102,255,92,266.206
2189773,661797,6,6,1723,763,178,102,255,136,268.096
2189773,661797,4,4,1433,583,178,102,255,72,269.924
2189773,661797,7,8,447,881,255,255,102,109,272.251
2189773,9501971,9,9,1140,927,255,102,102,58,281.062
2189773,9501971,4,4,452,580,102,255,102,59,283.44
2189773,9501971,7,7,481,283,102,255,102,104,285.614
2189773,9501971,8,9,1369,618,255,102,102,64,287.21
2189773,9501971,7,8,1563,611,255,255,102,111,289.536
2189773,9501971,8,9,300,276,255,102,102,85,291.338
2189773,9501971,3,3,169,582,102,102,255,103,293.73
2189773,9501971,8,9,1016,173,102,102,255,100,296.003
2189773,9501971,6,7,213,613,178,102,255,121,299.273
2189773,5686655,5,5,441,360,102,255,255,122,302.293
2189773,5686655,5,5,1439,480,102,102,255,121,303.865
2189773,5686655,8,7,165,675,102,255,102,78,306.035
2189773,5686655,4,4,1580,734,102,255,102,113,308.021
2189773,5686655,9,8,1612,330,102,255,255,78,311.041
2189773,5686655,9,8,1319,915,102,102,255,98,314.044
2189773,5686655,7,7,985,898,102,255,102,150,317.325
2189773,5686655,3,3,1418,546,255,102,102,60,321.785
2189773,5686655,4,4,1435,204,255,102,102,101,322.751
2189773,5686655,7,7,1387,718,255,255,102,91,326.087
2189773,5686655,4,4,1342,748,255,102,102,105,327.74
2189773,5686655,7,9,163,577,102,102,255,64,331.267
2189773,5686655,6,6,1460,795,255,255,102,123,332.668
2189773,5686655,4,4,1417,574,102,102,255,129,333.835
2189773,5686655,8,8,403,654,255,102,178,145,340.446
2189773,5686655,3,3,487,721,255,178,102,94,342.553
2189773,5686655,7,7,471,491,255,102,102,51,345.57
2189773,5686655,4,4,1726,576,102,102,255,102,347.044
2189773,5686655,8,8,293,728,255,102,178,95,349.492
2189773,5686655,5,5,1477,455,178,102,255,142,351.22
2189773,5686655,8,7,1739,792,255,178,102,88,357.812
2189773,1232416,9,9,1494,330,255,255,102,108,379.91
2189773,1232416,9,8,484,237,102,255,255,90,381.873
2189773,1232416,7,9,213,706,102,102,255,118,396.039
2189773,1232416,7,7,349,634,255,178,102,118,398.528
2189773,1363450,9,7,1466,656,178,102,255,85,465.138
2189773,1363450,6,6,1628,428,102,102,255,110,467.471
2189773,1363450,6,6,1498,400,255,255,255,120,468.254
2189773,1363450,7,9,275,738,102,102,255,102,469.646
2189773,1363450,7,7,1690,669,178,102,255,109,471.089
2189773,1363450,8,8,553,696,102,255,255,119,473.604
2189773,1363450,3,3,1745,294,102,255,255,83,475.738
2189773,1363450,8,9,1591,304,255,255,102,84,478.391
2189773,1363450,4,4,1439,523,255,102,178,119,481.869
2189773,1363450,4,4,231,885,102,255,102,103,482.75
2189773,1363450,5,5,1222,169,255,255,102,125,483.604
2189773,1363450,8,9,326,285,255,255,102,131,486.001
2189773,1363450,6,6,1544,516,255,178,102,143,487.618
2189773,1363450,3,3,1368,252,255,255,255,70,489.244
2189773,1363450,8,7,1568,862,255,102,178,79,492.695
2189773,4781508,5,5,1502,295,102,255,102,66,505.028
2189773,4781508,8,7,604,832,255,102,102,131,511.112
2189773,4781508,6,6,341,596,255,255,102,115,512.843
2189773,4781508,5,5,1768,206,255,178,102,106,514.677
2189773,4781508,3,3,517,732,255,102,178,138,516.16
2189773,4781508,9,9,1651,692,255,255,102,144,519.746
2189773,4781508,6,6,177,900,102,255,102,104,522.477
2189773,4781508,3,3,488,176,255,178,102,120,525.163
2189773,4781508,7,7,278,881,255,255,255,135,528.359
2189773,4781508,8,7,376,621,255,255,102,62,531.097
2189773,4781508,9,7,566,342,255,102,178,93,533.388
2189773,4781508,6,6,261,210,255,102,178,127,537.192
2189773,4781508,6,6,1505,296,255,102,102,145,538.107
2189773,4781508,7,8,1685,789,102,102,255,90,539.493
2189773,7096259,4,4,270,167,255,102,102,110,705.351
2189773,7096259,9,8,1491,407,255,255,102,129,708.78
2189773,7096259,7,7,682,165,102,102,255,118,711.569
2189773,7096259,6,6,301,902,102,255,102,94,713.312
2189773,7096259,8,8,187,159,255,255,255,69,715.634
2189773,7096259,7,8,1725,231,255,178,102,88,717.64
2189773,7096259,4,4,519,899,102,255,255,109,719.257
2189773,7096259,9,9,1684,220,255,255,102,63,722.059
2189773,7096259,7,9,157,840,255,255,255,62,724.023
2189773,7096259,7,8,1380,725,255,102,102,128,726.018
2189773,7096259,3,3,247,735,102,102,255,92,727.894
2189773,7096259,5,5,599,640,102,255,102,143,730.636
2189773,7096259,9,9,1451,809,178,102,255,109,732.493
2189773,7096259,8,9,1687,916,255,102,102,129,734.927
2189773,7012983,9,9,1710,917,255,255,102,62,741.977
2189773,7012983,8,7,823,902,255,178,102,137,744.108
2189773,7012983,9,8,1474,285,102,255,255,62,745.925
2189773,7012983,6,6,504,887,255,102,102,76,747.459
2189773,7012983,7,9,553,811,255,102,102,50,749.269
2189773,7012983,8,8,454,274,255,178,102,66,751.476
2189773,7012983,4,4,1768,882,255,178,102,94,753.407
2189773,7012983,8,9,532,285,255,255,255,123,755.41
2189773,7012983,8,8,1708,224,255,255,102,70,760.251
2189773,7012983,4,4,583,175,255,178,102,85,763.151
2189773,7012983,5,5,478,853,178,102,255,106,764.239
2189773,7012983,7,7,315,159,102,102,255,104,765.86
2189773,7012983,8,8,1484,235,255,255,102,147,766.983
2189773,7012983,9,7,1147,171,255,178,102,75,768.672
2189773,6534590,3,3,1356,420,255,255,255,52,777.01
2189773,6534590,5,5,1447,459,255,178,102,52,778.224
2189773,6534590,4,3,1613,852,255,178,102,102,779.204
2189773,6534590,8,8,545,386,255,255,255,99,782.405
2189773,6534590,6,6,206,348,178,102,255,143,783.594
2189773,6534590,4,4,1309,903,255,102,178,93,785.254
2189773,6534590,8,7,566,237,102,102,255,144,787.903
2189773,6534590,8,8,409,579,102,255,255,86,789.766
2189773,6534590,5,5,336,452,102,255,102,122,791.319
2189773,6534590,6,6,544,668,255,255,102,150,792.954
2189773,6534590,7,7,1451,168,102,255,255,88,794.224
2189773,6534590,8,9,1328,327,102,255,255,75,796.034
2189773,6534590,4,4,296,918,255,102,102,130,798.304
2189773,6534590,7,7,356,718,102,255,102,135,801.879
2189773,6534590,4,5,1350,201,102,102,255,50,804.366
2189773,6534590,4,4,432,224,178,102,255,109,805.439
2189773,6534590,3,3,234,318,178,102,255,120,806.352
2189773,6534590,6,6,592,822,255,178,102,82,807.959
2189773,6534590,5,5,166,770,255,178,102,52,809.214
2189773,6534590,5,7,1747,355,178,102,255,78,811.609
2189773,9186033,6,6,259,917,102,255,255,55,821.905
2189773,9186033,5,5,565,456,255,178,102,113,822.816
2189773,9186033,9,9,371,508,102,255,102,96,824.894
2189773,9186033,6,6,1352,295,255,255,255,53,827.096
2189773,9186033,3,3,481,219,102,102,255,129,828.701
2189773,9186033,9,8,1578,341,102,102,255,143,833.127
2189773,9186033,3,3,381,855,255,255,102,84,836.009
2189773,9186033,8,8,208,728,178,102,255,95,838.784
2189773,9186033,7,7,1741,904,102,102,255,52,841.353
2189773,9186033,9,9,782,924,102,255,102,60,843.674
2189773,9186033,7,7,1325,419,255,255,255,104,846.018
2189773,9186033,7,7,452,462,255,102,178,102,848.227
2189773,9186033,8,7,1693,326,102,255,102,123,851.32
2189773,9186033,7,8,155,254,102,102,255,74,854.051
2189773,9186033,9,8,1458,659,255,255,255,56,856.144
2189773,2489385,9,8,1562,644,255,102,178,51,865.893
2189773,2489385,3,3,381,586,102,255,255,121,868.31
2189773,2489385,6,6,327,660,102,255,102,110,869.828
2189773,2489385,4,4,223,300,255,255,102,54,871.95
2189773,2489385,5,5,403,328,255,178,102,129,873.525
2189773,2489385,8,8,1648,523,255,102,102,123,877.179
2189773,2489385,6,6,411,451,255,178,102,85,878.649
2189773,2489385,9,8,1651,814,255,178,102,114,891.125
2189773,8864927,4,4,1525,904,255,255,255,120,924.193
2189773,8864927,4,4,746,903,255,255,102,88,925.009
2189773,8864927,3,3,1323,387,178,102,255,141,925.957
2189773,8864927,8,7,775,153,255,102,102,86,928.661
2189773,8864927,5,6,1538,161,255,102,178,79,930.882
2189773,8864927,8,9,466,739,102,102,255,127,933.404
2189773,8864927,6,6,1338,846,102,255,102,71,934.821
2189773,8864927,9,9,1574,878,255,255,255,105,936.561
2189773,8864927,9,8,261,348,178,102,255,146,939.29
2189773,8864927,9,8,1293,922,255,255,102,145,940.753
2189773,8358243,8,8,435,168,178,102,255,123,958.54
2189773,8358243,7,8,519,227,102,255,102,109,960.163
2189773,8358243,8,8,1447,576,255,102,178,92,961.884
2189773,8358243,6,6,153,660,255,255,102,59,964.096
2189773,8358243,8,8,1709,317,255,255,102,72,965.512
2189773,8358243,6,6,1460,578,178,102,255,115,966.791
2189773,8358243,8,9,565,245,178,102,255,93,968.689
2189773,8358243,7,9,1520,815,178,102,255,64,970.645
2189773,8358243,4,4,1582,182,255,255,102,116,972.198
2189773,8358243,6,6,645,189,255,102,102,84,973.639
2189773,8358243,7,7,1461,279,102,255,102,146,975.716
2189773,8358243,8,9,1624,764,102,102,255,109,977.454
2189773,8358243,9,9,1717,489,102,255,102,83,978.986
2189773,8358243,4,4,1512,726,255,255,102,93,981.16
2189773,8358243,8,9,1389,732,102,255,102,122,983.192
2189773,9447512,9,8,312,790,255,178,102,150,999.721
2189773,9447512,8,9,1584,276,102,102,255,76,1001.104
2189773,9447512,6,7,1650,177,255,102,102,66,1002.861
2189773,9447512,6,6,448,764,102,102,255,110,1003.803
2189773,9447512,5,5,1613,531,255,102,102,91,1004.785
2189773,9447512,3,3,399,247,178,102,255,134,1005.925
2189773,9447512,8,6,1335,363,255,102,178,71,1008.576
2189773,9447512,9,9,333,443,255,255,255,93,1010.493
2189773,9447512,5,5,320,370,255,102,178,110,1012.836
2189773,9447512,8,7,1688,579,178,102,255,135,1015.11
2189773,8731031,7,8,264,504,255,255,255,124,1018.448
2189773,8731031,8,8,1357,828,255,255,102,143,1020.228
2189773,8731031,5,5,604,267,255,102,102,64,1022.042
2189773,8731031,8,9,160,268,255,255,102,75,1026.865
2189773,8731031,5,5,1172,896,255,255,255,101,1028.674
2189773,8731031,9,9,1467,663,178,102,255,122,1032.622
2189773,8731031,7,7,1436,861,255,102,178,96,1035.786
2189773,8731031,7,9,312,590,255,102,178,63,1038.443
2189773,8731031,6,6,482,512,102,102,255,143,1039.671
2189773,8731031,6,6,451,347,255,102,178,119,1040.404
2189773,8731031,4,4,1212,901,255,102,102,77,1041.627
2189773,8731031,6,6,303,776,255,255,255,72,1043.789
2189773,8731031,9,9,699,902,255,255,255,67,1048.288
2189773,8731031,3,3,1532,575,255,102,102,92,1050.996
2189773,1017534,9,8,1635,728,255,102,102,131,1071.088
2189773,1017534,3,3,1769,179,255,102,178,96,1074.088
2189773,1017534,7,7,201,789,102,102,255,149,1076.942
2189773,1017534,4,4,1467,408,178,102,255,83,1079.209
2189773,1017534,3,3,394,888,102,255,255,63,1080.652
2189773,1017534,9,9,567,637,255,102,178,123,1083.582
2189773,1017534,3,3,759,907,255,102,102,63,1086.826
2189773,1017534,6,6,456,520,102,255,102,97,1088.451
2189773,1017534,6,6,455,152,102,102,255,56,1089.42
2189773,1017534,7,8,1627,630,255,178,102,110,1090.721
2189773,1017534,5,5,375,212,102,255,102,120,1092.436
2189773,1017534,4,4,698,904,178,102,255,107,1093.299
2189773,1017534,3,3,1460,641,102,255,255,107,1094.064
2189773,1017534,7,8,322,523,255,255,255,140,1096.827
2189773,1017534,8,9,1505,820,255,255,255,139,1098.83
2189773,1017534,6,6,1640,306,102,255,255,127,1100.385
2189773,1017534,8,8,213,751,178,102,255,97,1101.983
2189773,1017534,5,5,528,571,102,255,255,76,1103.979
2189773,1017534,8,9,217,250,255,255,255,51,1105.943
2189773,6931606,9,9,1600,596,255,102,178,70,1112.577
2189773,6931606,9,8,415,861,102,255,102,59,1116.411
2189773,6931606,6,6,959,918,255,102,178,78,1118.972
2189773,6931606,3,3,1442,182,255,255,102,51,1120.353
2189773,6931606,8,8,563,570,102,102,255,60,1122.91
2189773,6931606,9,9,1604,236,255,255,102,108,1124.002
2189773,6931606,3,3,1613,846,102,255,102,88,1126.443
2189773,6931606,4,4,480,352,255,102,102,56,1128.919
2189773,6931606,6,6,398,546,255,255,102,109,1130.249
2189773,6931606,7,7,417,730,102,102,255,112,1132.148
2189773,6931606,6,7,1686,772,255,255,102,91,1134.346
2189773,6931606,5,5,1160,167,255,255,255,122,1135.285
2189773,6931606,6,6,361,711,255,255,255,98,1136.193
2189773,6931606,8,8,1516,896,178,102,255,55,1139.153
2189773,6931606,8,8,400,166,255,178,102,57,1140.676
2189773,6931606,9,9,451,311,255,102,178,74,1141.961
2189773,6931606,9,9,1101,151,255,255,255,84,1143.175
2189773,6931606,8,8,961,894,102,255,255,135,1146.652
2189773,6931606,3,3,1329,361,255,102,102,98,1149.685
2189773,6931606,6,6,388,547,102,102,255,100,1151.244
2189773,6931606,3,3,1648,704,102,255,102,51,1152.743
2189773,6931606,4,4,554,909,255,178,102,123,1153.725
2189773,6931606,6,5,347,709,255,102,178,60,1155.387
2189773,6931606,5,5,999,912,255,255,255,60,1158.24
2189773,6931606,8,9,535,727,255,178,102,100,1160.115
7226659,7850702,6,7,1486,940,255,255,255,100,5.516
7226659,7850702,3,3,1647,467,255,102,102,102,7.592
7226659,7850702,8,8,450,813,255,102,178,69,15.532
7226659,7850702,4,4,408,699,255,255,102,68,17.69
7226659,7850702,6,8,505,706,102,255,255,50,27.246
7226659,7850702,6,5,1457,631,255,102,178,85,41.2
7226659,7850702,8,7,1738,748,178,102,255,126,43.315
7226659,7850702,8,9,1566,183,255,255,255,149,50.605
7226659,5404512,6,5,491,928,255,102,102,76,62.577
7226659,5404512,3,3,1754,284,102,255,102,82,64.023
7226659,5404512,3,3,578,441,255,255,255,128,65.016
7226659,5404512,3,3,157,425,102,255,102,60,65.921
7226659,5404512,6,6,1582,358,255,102,102,57,67.989
7226659,5404512,9,9,209,588,255,102,178,106,70.293
7226659,5404512,10,9,507,686,178,102,255,123,71.401
7226659,5404512,5,5,1664,442,255,255,102,110,73.315
7226659,5404512,4,4,1492,382,255,255,102,73,74.407
7226659,5404512,6,6,966,182,255,255,255,52,76.522
7226659,5404512,9,9,246,162,255,178,102,67,77.921
7226659,5404512,7,7,1617,562,102,255,102,125,79.985
7226659,5404512,9,9,379,574,178,102,255,120,82.007
7226659,5404512,9,8,582,854,255,178,102,136,84.108
7226659,5404512,4,4,1619,212,255,178,102,73,85.822
7226659,5404512,6,7,532,281,255,255,102,109,86.992
7226659,5404512,5,5,945,186,255,255,255,109,88.418
7226659,5404512,6,6,231,154,102,102,255,138,89.625
7226659,5404512,4,4,1544,614,102,255,255,79,90.641
7226659,5404512,3,3,1548,654,255,255,102,133,91.457
7226659,5404512,6,7,423,422,255,255,255,107,92.802
7226659,1214393,6,7,1567,445,102,102,255,114,101.466
7226659,1214393,6,6,1105,926,178,102,255,116,103.115
7226659,1214393,4,4,427,673,102,255,102,142,104.133
7226659,1214393,7,9,1499,218,255,102,102,66,105.331
7226659,1214393,4,4,730,174,178,102,255,102,106.459
7226659,1214393,3,3,1096,184,255,102,102,125,107.436
7226659,1214393,5,7,1588,909,102,255,255,113,108.556
7226659,1214393,9,9,239,209,178,102,255,143,109.876
7226659,1214393,9,9,1501,714,102,255,255,110,111.908
7226659,1214393,9,9,468,375,255,102,178,100,113.075
7226659,1214393,4,4,1348,712,102,255,102,60,114.596
7226659,1214393,7,8,414,202,255,102,102,67,116.142
7226659,4950921,3,3,1346,233,178,102,255,70,135.649
7226659,4950921,6,7,302,758,255,178,102,73,137.642
